CustomerID_Normalized,Orders,Revenue,FirstOrderDate,LastOrderDate,AOV,PurchaseFrequencyPerMonth,RepeatCustomer,CohortMonth,AcquisitionChannel,CustomerTier,ProjectedLTV,ModeledReturnRiskPct,Region
CUST-0047,8,683.12,2022-06-06,2023-11-19,85.39,0.45714285714285713,True,2022-06,Organic,Gold,871.37,0.0,South
CUST-0048,7,997.87,2022-04-15,2023-12-12,142.55285714285714,0.3505766062602965,True,2022-04,Search,Gold,763.45,0.0,East
CUST-0049,10,1159.13,2022-03-02,2023-09-27,115.91300000000001,0.528695652173913,True,2022-03,Search,Bronze,1080.91,10.0,East
CUST-0050,12,1456.3600000000001,2022-04-28,2023-11-13,121.36333333333334,0.6456637168141592,True,2022-04,Paid Social,Bronze,1932.19,0.0,East
CUST-0051,9,1160.05,2022-06-18,2023-12-13,128.89444444444445,0.5029411764705882,True,2022-06,Organic,Bronze,1090.07,11.0,East
CUST-0052,8,797.24,2022-10-26,2023-11-12,99.655,0.6349869451697128,True,2022-10,Paid Social,Gold,454.98,0.0,East
CUST-0053,13,1792.93,2022-01-15,2023-12-19,137.9176923076923,0.5613636363636363,True,2022-01,Search,Bronze,948.61,8.0,South
CUST-0054,6,604.87,2022-06-11,2023-11-10,100.81166666666667,0.3521235521235521,True,2022-06,Paid Social,Bronze,644.1,0.0,East
CUST-0055,11,1431.3,2022-05-07,2023-12-06,130.11818181818182,0.5775474956822106,True,2022-05,Organic,Bronze,1408.8,0.0,East
CUST-0056,7,686.77,2022-01-20,2023-05-09,98.11,0.448,True,2022-01,Organic,Bronze,848.75,0.0,North
CUST-0057,13,1558.37,2022-02-28,2023-07-11,119.87461538461538,0.7919839679358717,True,2022-02,Paid Social,Bronze,2019.55,0.0,West
CUST-0058,7,946.97,2022-08-11,2023-12-14,135.28142857142856,0.4334012219959267,True,2022-08,Organic,Silver,977.36,0.0,South
CUST-0059,11,1091.89,2022-12-09,2023-11-06,99.26272727272728,1.004204204204204,True,2022-12,Paid Social,Silver,915.96,0.0,West
CUST-0060,7,928.47,2022-05-09,2023-09-09,132.63857142857142,0.4351738241308793,True,2022-05,Paid Social,Bronze,636.68,0.0,North
CUST-0061,9,821.1,2022-08-17,2023-12-12,91.23333333333333,0.5664596273291925,True,2022-08,Organic,Bronze,1144.58,0.0,North
CUST-0062,4,387.07,2022-01-04,2023-09-02,96.7675,0.200329489291598,True,2022-01,Paid Social,Gold,360.55,0.0,East
CUST-0063,10,1452.8700000000001,2022-03-04,2023-10-31,145.287,0.500823723228995,True,2022-03,Influencer,Bronze,952.59,20.0,East
CUST-0064,10,1326.8700000000001,2022-01-10,2023-12-16,132.687,0.4305949008498583,True,2022-01,Paid Social,Bronze,1508.55,10.0,East
CUST-0065,12,1585.9399999999998,2022-05-18,2023-11-13,132.16166666666666,0.6693577981651375,True,2022-05,Organic,Silver,1441.71,8.0,East
CUST-0066,8,750.08,2022-08-03,2023-12-15,93.76,0.48639999999999994,True,2022-08,Organic,Silver,619.36,12.0,West
CUST-0067,15,1542.19,2022-04-10,2023-12-20,102.81266666666667,0.7354838709677419,True,2022-04,Paid Social,Silver,1906.35,7.0,South
CUST-0068,9,819.55,2022-03-04,2023-07-10,91.0611111111111,0.5538461538461539,True,2022-03,Organic,Bronze,983.29,0.0,East
CUST-0069,11,1283.41,2022-01-12,2023-12-10,116.67363636363638,0.4790830945558739,True,2022-01,Paid Social,Bronze,784.33,0.0,East
CUST-0070,14,1593.44,2022-02-01,2023-11-20,113.81714285714285,0.6468085106382978,True,2022-02,Paid Social,Silver,1316.06,7.0,West
CUST-0071,5,642.33,2022-08-08,2023-10-08,128.466,0.35597189695550346,True,2022-08,Search,Gold,311.83,0.0,West
CUST-0072,12,1372.16,2022-05-04,2023-12-18,114.34666666666668,0.6141414141414141,True,2022-05,Influencer,Silver,596.38,33.0,West
CUST-0073,10,1365.72,2022-09-06,2023-12-06,136.572,0.6652078774617067,True,2022-09,Paid Social,Bronze,1590.02,0.0,North
CUST-0074,8,956.88,2022-04-20,2023-12-19,119.61,0.3993431855500821,True,2022-04,Paid Social,Bronze,647.51,12.0,East
CUST-0075,14,1681.79,2022-01-12,2023-11-22,120.12785714285714,0.6258823529411764,True,2022-01,Organic,Silver,2093.76,0.0,East
CUST-0076,11,1651.3799999999999,2022-05-19,2023-12-09,150.12545454545455,0.5866666666666667,True,2022-05,Paid Social,Bronze,1710.19,0.0,West
CUST-0077,9,1209.42,2022-07-01,2023-11-24,134.38,0.534375,True,2022-07,Paid Social,Bronze,1325.3,0.0,South
CUST-0078,14,1522.8,2022-01-14,2023-12-14,108.77142857142857,0.608,True,2022-01,Paid Social,Bronze,842.4,0.0,East
CUST-0079,7,983.65,2022-04-18,2023-09-21,140.52142857142857,0.4076628352490421,True,2022-04,Organic,Bronze,1018.94,14.0,East
CUST-0080,6,683.6700000000001,2023-01-05,2023-09-28,113.94500000000001,0.6831460674157303,True,2023-01,Organic,Bronze,410.03,0.0,South
CUST-0081,7,1174.62,2022-04-08,2023-12-08,167.80285714285714,0.3488524590163934,True,2022-04,Organic,Bronze,1573.35,0.0,South
CUST-0082,9,1222.43,2022-04-01,2023-12-06,135.82555555555555,0.4448780487804878,True,2022-04,Search,Bronze,786.6,0.0,South
CUST-0083,7,532.4,2022-03-18,2023-07-26,76.05714285714285,0.42903225806451606,True,2022-03,Paid Social,Bronze,462.19,0.0,North
CUST-0084,10,1107.87,2022-04-23,2023-11-13,110.78699999999999,0.5333333333333333,True,2022-04,Organic,Silver,782.58,10.0,West
CUST-0085,15,1674.07,2022-01-23,2023-10-13,111.60466666666666,0.724960254372019,True,2022-01,Organic,Bronze,2230.01,0.0,East
CUST-0086,9,1017.5699999999999,2022-03-15,2023-09-26,113.06333333333333,0.4877005347593582,True,2022-03,Paid Social,Bronze,1340.32,0.0,East
CUST-0087,7,966.9399999999999,2022-12-26,2023-05-22,138.1342857142857,1.4378378378378378,True,2022-12,Influencer,Bronze,747.28,14.0,South
CUST-0088,7,854.91,2022-01-07,2023-11-28,122.13,0.30795947901591897,True,2022-01,Search,Bronze,469.92,0.0,East
CUST-0089,10,1156.93,2022-08-17,2023-12-20,115.69300000000001,0.6191446028513238,True,2022-08,Paid Social,Bronze,759.29,0.0,North
CUST-0090,11,1182.5900000000001,2022-02-20,2023-12-20,107.50818181818182,0.4998505231689088,True,2022-02,Organic,Bronze,1045.0,0.0,South
CUST-0091,8,710.56,2022-03-03,2023-12-04,88.82,0.37881619937694705,True,2022-03,Paid Social,Bronze,596.27,0.0,East
CUST-0092,15,1271.96,2022-01-15,2023-11-27,84.79733333333334,0.6686217008797654,True,2022-01,Paid Social,Bronze,1324.16,0.0,South
CUST-0093,7,752.4599999999999,2023-02-01,2023-09-26,107.49428571428571,0.8941176470588235,True,2023-02,Organic,Gold,590.89,0.0,North
CUST-0094,9,1092.75,2023-02-06,2023-12-18,121.41666666666667,0.8658227848101265,True,2023-02,Organic,Bronze,997.03,0.0,East
CUST-0095,6,523.77,2022-05-14,2023-09-04,87.295,0.38079331941544886,True,2022-05,Paid Social,Bronze,341.13,17.0,North
CUST-0096,10,1407.0,2022-05-03,2023-11-13,140.7,0.5428571428571428,True,2022-05,Paid Social,Bronze,1622.05,10.0,South
CUST-0097,10,982.66,2022-04-08,2023-10-28,98.26599999999999,0.5342706502636203,True,2022-04,Paid Social,Bronze,1097.13,0.0,East
CUST-0098,10,977.54,2022-01-25,2023-08-24,97.75399999999999,0.5268630849220104,True,2022-01,Paid Social,Gold,1245.38,0.0,South
CUST-0099,13,1161.72,2022-08-18,2023-10-16,89.36307692307693,0.9298823529411764,True,2022-08,Paid Social,Bronze,930.02,15.0,North
CUST-0100,6,725.25,2023-03-23,2023-11-26,120.875,0.7325301204819277,True,2023-03,Organic,Gold,755.16,33.0,South
CUST-0101,8,890.41,2022-01-29,2023-12-05,111.30125,0.35976331360946745,True,2022-01,Paid Social,Silver,1245.03,0.0,North
CUST-0102,15,2034.09,2022-01-05,2023-11-11,135.606,0.6745562130177515,True,2022-01,Paid Social,Silver,2248.36,7.0,North
CUST-0103,5,457.97,2022-03-13,2023-08-22,91.59400000000001,0.2878787878787879,True,2022-03,Search,Bronze,344.8,0.0,East
CUST-0104,5,386.58000000000004,2022-06-07,2023-09-04,77.316,0.33406593406593404,True,2022-06,Paid Social,Bronze,255.25,0.0,South
CUST-0105,11,845.85,2022-05-22,2023-12-18,76.89545454545454,0.5805555555555555,True,2022-05,Paid Social,Bronze,1111.61,0.0,South
CUST-0106,4,447.43,2022-01-07,2023-06-22,111.8575,0.22857142857142856,True,2022-01,Paid Social,Gold,249.16,0.0,East
CUST-0107,11,1569.78,2022-02-06,2023-12-01,142.70727272727274,0.5036144578313252,True,2022-02,Search,Silver,1626.44,9.0,South
CUST-0108,12,1545.63,2022-08-08,2023-11-25,128.8025,0.768,True,2022-08,Organic,Bronze,1083.73,0.0,West
CUST-0109,10,1120.9099999999999,2022-05-13,2023-10-28,112.09099999999998,0.5692883895131086,True,2022-05,Paid Social,Bronze,795.51,0.0,West
CUST-0110,14,1416.8,2022-02-18,2023-11-21,101.2,0.6629283489096574,True,2022-02,Paid Social,Silver,1819.8,0.0,East
CUST-0111,5,563.24,2022-03-04,2023-12-15,112.648,0.2331288343558282,True,2022-03,Paid Social,Bronze,579.71,0.0,South
CUST-0112,12,1319.27,2022-04-16,2023-12-14,109.93916666666667,0.6,True,2022-04,Paid Social,Gold,1367.7,8.0,North
CUST-0113,12,1589.43,2022-04-11,2023-10-18,132.45250000000001,0.656115107913669,True,2022-04,Paid Social,Silver,853.83,0.0,East
CUST-0114,9,838.01,2022-01-09,2023-09-20,93.11222222222221,0.44129032258064516,True,2022-01,Organic,Bronze,692.63,0.0,East
CUST-0115,11,1303.15,2023-01-09,2023-10-17,118.46818181818183,1.1858156028368794,True,2023-01,Paid Social,Bronze,1214.44,9.0,North
CUST-0116,10,989.93,2022-01-06,2023-11-15,98.993,0.4477172312223858,True,2022-01,Paid Social,Bronze,809.08,10.0,North
CUST-0117,13,1720.8,2022-04-09,2023-10-14,132.36923076923077,0.7133574007220217,True,2022-04,Paid Social,Bronze,1725.61,0.0,North
CUST-0118,6,641.73,2022-02-10,2023-04-30,106.955,0.4098876404494382,True,2022-02,Organic,Bronze,879.5,0.0,North
CUST-0119,15,2271.2200000000003,2022-02-28,2023-12-20,151.41466666666668,0.6898638426626323,True,2022-02,Search,Bronze,1501.85,0.0,South
CUST-0120,8,628.47,2022-03-22,2023-12-16,78.55875,0.382992125984252,True,2022-03,Organic,Bronze,501.68,12.0,South
CUST-0121,9,1182.79,2022-04-21,2023-11-08,131.42111111111112,0.48253968253968255,True,2022-04,Organic,Bronze,1375.3,11.0,South
CUST-0122,15,1545.0,2022-04-07,2023-12-19,103.0,0.7331189710610931,True,2022-04,Paid Social,Silver,1944.27,0.0,West
CUST-0123,12,1211.21,2022-02-24,2023-11-09,100.93416666666667,0.5846153846153846,True,2022-02,Paid Social,Bronze,938.53,8.0,North
CUST-0124,9,1850.8300000000002,2022-03-01,2023-11-13,205.6477777777778,0.4391653290529695,True,2022-03,Organic,Silver,2179.47,0.0,North
CUST-0125,10,1070.65,2022-03-28,2023-12-12,107.06500000000001,0.48639999999999994,True,2022-03,Paid Social,Gold,1209.44,20.0,South
CUST-0126,11,1144.78,2022-02-20,2023-11-07,104.07090909090908,0.5341853035143769,True,2022-02,Organic,Bronze,1190.63,9.0,East
CUST-0127,10,1222.66,2022-01-25,2023-07-12,122.266,0.5692883895131086,True,2022-01,Search,Silver,750.94,10.0,North
CUST-0128,6,925.32,2023-04-21,2023-08-25,154.22,1.4362204724409446,True,2023-04,Paid Social,Bronze,1206.63,0.0,South
CUST-0129,11,1268.75,2023-01-05,2023-12-13,115.3409090909091,0.9749271137026239,True,2023-01,Organic,Bronze,784.74,9.0,East
CUST-0130,7,696.37,2022-01-29,2023-10-07,99.48142857142857,0.3448946515397082,True,2022-01,Search,Bronze,563.13,14.0,East
CUST-0131,14,1390.43,2022-06-04,2023-12-21,99.31642857142857,0.7519434628975266,True,2022-06,Search,Gold,821.42,7.0,South
CUST-0132,10,1034.5,2022-01-20,2023-12-16,103.45,0.43678160919540227,True,2022-01,Search,Bronze,1125.5,10.0,South
CUST-0133,4,381.7,2022-09-21,2023-04-10,95.425,0.601980198019802,True,2022-09,Organic,Silver,228.11,0.0,North
CUST-0134,9,1159.35,2022-04-14,2023-12-18,128.81666666666666,0.4456026058631921,True,2022-04,Organic,Bronze,747.27,0.0,West
CUST-0135,12,1400.8400000000001,2022-01-09,2023-11-20,116.73666666666668,0.5356828193832599,True,2022-01,Search,Silver,1643.84,8.0,East
CUST-0136,10,1478.14,2022-02-21,2023-11-10,147.81400000000002,0.4840764331210191,True,2022-02,Organic,Bronze,1607.95,0.0,South
CUST-0137,8,843.31,2022-05-02,2023-10-10,105.41375,0.4614800759013282,True,2022-05,Search,Bronze,1011.69,0.0,East
CUST-0138,9,793.8299999999999,2023-02-22,2023-12-16,88.20333333333332,0.9181208053691275,True,2023-02,Organic,Bronze,673.82,11.0,South
CUST-0139,7,702.03,2022-06-14,2023-10-02,100.28999999999999,0.44705882352941173,True,2022-06,Organic,Bronze,629.69,29.0,North
CUST-0140,10,1037.72,2022-09-06,2023-12-19,103.772,0.6468085106382978,True,2022-09,Paid Social,Gold,1257.78,10.0,South
CUST-0141,14,1249.29,2022-02-01,2023-09-12,89.235,0.7225806451612903,True,2022-02,Search,Bronze,1054.41,7.0,South
CUST-0142,13,1411.8,2022-01-27,2023-09-29,108.6,0.6468085106382979,True,2022-01,Organic,Gold,648.71,15.0,South
CUST-0143,13,1494.04,2022-04-23,2023-10-30,114.92615384615384,0.7107913669064748,True,2022-04,Organic,Gold,778.57,8.0,North
CUST-0144,13,1329.92,2022-03-03,2023-12-14,102.30153846153847,0.6061349693251533,True,2022-03,Organic,Bronze,1749.62,0.0,South
CUST-0145,9,1019.2099999999999,2022-03-02,2023-10-26,113.24555555555554,0.45298013245033114,True,2022-03,Organic,Bronze,673.35,0.0,East
CUST-0146,9,828.31,2022-08-05,2023-12-03,92.03444444444443,0.5629629629629629,True,2022-08,Paid Social,Bronze,1131.53,0.0,North
CUST-0147,6,751.12,2022-12-24,2023-09-12,125.18666666666667,0.6935361216730037,True,2022-12,Influencer,Bronze,323.32,0.0,North
CUST-0148,15,1332.6299999999999,2022-02-13,2023-12-12,88.842,0.6826347305389222,True,2022-02,Search,Bronze,1117.27,7.0,West
CUST-0149,13,1326.13,2022-01-20,2023-12-17,102.01,0.5670014347202296,True,2022-01,Paid Social,Silver,1102.88,0.0,North
CUST-0150,14,1675.23,2022-04-24,2023-11-17,119.65928571428572,0.7427574171029668,True,2022-04,Search,Bronze,1434.51,0.0,East
CUST-0151,12,1846.77,2022-01-21,2023-11-22,153.8975,0.5436661698956781,True,2022-01,Search,Bronze,1571.01,8.0,West
CUST-0152,5,978.5,2022-03-21,2023-10-11,195.7,0.26666666666666666,True,2022-03,Organic,Bronze,1038.63,0.0,North
CUST-0153,17,2088.97,2022-01-11,2023-12-05,122.88058823529411,0.7446685878962536,True,2022-01,Paid Social,Bronze,2102.36,0.0,South
CUST-0154,7,699.62,2022-08-23,2023-09-11,99.94571428571429,0.5527272727272727,True,2022-08,Paid Social,Bronze,461.28,0.0,East
CUST-0155,10,1374.04,2022-02-06,2023-12-07,137.404,0.45373134328358206,True,2022-02,Paid Social,Bronze,991.28,0.0,East
CUST-0156,13,1836.95,2022-05-08,2023-11-12,141.30384615384617,0.7133574007220217,True,2022-05,Paid Social,Silver,1137.74,8.0,North
CUST-0157,10,1332.77,2022-04-20,2023-11-04,133.277,0.5390070921985816,True,2022-04,Search,Bronze,631.16,0.0,East
CUST-0158,13,1360.82,2022-04-19,2023-11-16,104.67846153846153,0.6849220103986136,True,2022-04,Organic,Silver,813.28,0.0,South
CUST-0159,9,1094.56,2022-02-05,2023-12-18,121.61777777777777,0.4011730205278592,True,2022-02,Influencer,Bronze,935.78,0.0,East
CUST-0160,7,626.78,2022-06-30,2023-11-11,89.53999999999999,0.4255999999999999,True,2022-06,Paid Social,Bronze,755.68,0.0,West
CUST-0161,9,1350.05,2022-11-17,2023-12-16,150.00555555555556,0.6926582278481013,True,2022-11,Organic,Silver,1531.96,0.0,South
CUST-0162,16,1385.02,2022-02-08,2023-12-15,86.56375,0.7195266272189349,True,2022-02,Paid Social,Gold,1214.41,6.0,East
CUST-0163,11,1525.11,2022-05-08,2023-12-21,138.64636363636362,0.5639123102866779,True,2022-05,Paid Social,Bronze,1756.66,0.0,West
CUST-0164,7,657.4100000000001,2022-07-01,2023-12-11,93.9157142857143,0.40226843100189036,True,2022-07,Influencer,Silver,575.54,14.0,East
CUST-0165,13,2060.05,2022-05-22,2023-12-12,158.46538461538464,0.6933333333333334,True,2022-05,Paid Social,Bronze,2030.67,15.0,East
CUST-0166,6,851.19,2022-03-01,2023-11-20,141.865,0.2895238095238095,True,2022-03,Paid Social,Bronze,1232.27,0.0,West
CUST-0167,4,379.55,2022-12-01,2023-04-09,94.8875,0.9353846153846154,True,2022-12,Organic,Silver,388.46,25.0,South
CUST-0168,12,1611.71,2022-07-27,2023-11-07,134.30916666666667,0.7778251599147121,True,2022-07,Paid Social,Bronze,1865.77,0.0,South
CUST-0169,11,1356.81,2022-05-25,2023-10-19,123.34636363636363,0.6518518518518519,True,2022-05,Organic,Bronze,1271.66,9.0,North
CUST-0170,9,827.73,2022-10-15,2023-09-15,91.97,0.8142857142857143,True,2022-10,Search,Bronze,742.55,0.0,North
CUST-0171,7,959.3599999999999,2022-03-11,2023-10-21,137.05142857142854,0.3606779661016949,True,2022-03,Paid Social,Silver,603.65,0.0,West
CUST-0172,10,1009.64,2022-03-29,2023-11-04,100.964,0.5187713310580204,True,2022-03,Paid Social,Bronze,1380.66,0.0,West
CUST-0173,13,1413.72,2022-02-23,2023-11-28,108.7476923076923,0.6136645962732918,True,2022-02,Paid Social,Bronze,835.7,8.0,West
CUST-0174,10,1091.69,2022-04-05,2023-11-04,109.16900000000001,0.5250431778929188,True,2022-04,Search,Bronze,887.72,10.0,South
CUST-0175,13,1244.47,2022-03-10,2023-10-29,95.72846153846154,0.6597662771285475,True,2022-03,Organic,Silver,595.19,15.0,West
CUST-0176,14,2092.64,2022-07-24,2023-11-21,149.4742857142857,0.8757201646090534,True,2022-07,Paid Social,Bronze,2449.76,0.0,North
CUST-0177,10,906.04,2022-01-02,2023-10-07,90.604,0.47204968944099374,True,2022-01,Search,Bronze,501.53,10.0,East
CUST-0178,6,653.79,2022-03-13,2023-11-28,108.96499999999999,0.29137380191693285,True,2022-03,Organic,Bronze,573.24,0.0,East
CUST-0179,11,1266.53,2022-01-06,2023-11-09,115.13909090909091,0.49687964338781576,True,2022-01,Search,Bronze,1040.66,9.0,North
CUST-0180,10,974.8399999999999,2022-02-20,2023-06-30,97.484,0.6129032258064515,True,2022-02,Search,Silver,1120.62,10.0,North
CUST-0181,16,2339.63,2022-03-10,2023-12-18,146.226875,0.7494607087827427,True,2022-03,Organic,Bronze,1842.82,0.0,South
CUST-0182,14,1193.52,2022-03-24,2023-12-06,85.25142857142858,0.6831460674157304,True,2022-03,Organic,Bronze,750.25,0.0,South
CUST-0183,14,1430.45,2022-03-02,2023-12-16,102.175,0.6497709923664122,True,2022-03,Paid Social,Bronze,691.49,14.0,West
CUST-0184,9,930.7800000000001,2022-01-07,2023-12-19,103.42000000000002,0.3842696629213483,True,2022-01,Organic,Bronze,802.03,0.0,North
CUST-0185,11,1382.16,2022-08-10,2023-12-19,125.6509090909091,0.6728370221327968,True,2022-08,Search,Bronze,1859.04,0.0,South
CUST-0186,7,979.31,2022-02-08,2023-10-10,139.90142857142857,0.3488524590163934,True,2022-02,Paid Social,Gold,657.22,14.0,North
CUST-0187,16,2021.29,2022-06-09,2023-12-14,126.330625,0.8779783393501805,True,2022-06,Influencer,Bronze,913.68,25.0,North
CUST-0188,7,757.46,2022-08-27,2023-10-18,108.20857142857143,0.509090909090909,True,2022-08,Search,Bronze,514.54,14.0,South
CUST-0189,14,1975.23,2022-05-05,2023-11-29,141.08785714285713,0.7414634146341463,True,2022-05,Search,Bronze,2099.62,7.0,East
CUST-0190,13,1714.51,2022-09-05,2023-12-01,131.88538461538462,0.8724061810154525,True,2022-09,Search,Bronze,1636.09,0.0,South
CUST-0191,13,1772.62,2023-01-16,2023-11-28,136.3553846153846,1.2466876971608833,True,2023-01,Organic,Silver,1264.88,0.0,East
CUST-0192,7,1196.41,2022-10-07,2023-11-04,170.9157142857143,0.5401015228426396,True,2022-10,Paid Social,Silver,1410.09,0.0,West
CUST-0193,11,1562.3700000000001,2022-04-15,2023-10-13,142.03363636363636,0.6113345521023766,True,2022-04,Search,Bronze,1413.52,0.0,South
CUST-0194,9,1351.57,2022-04-16,2023-10-26,150.17444444444445,0.4894454382826476,True,2022-04,Organic,Bronze,1478.38,11.0,West
