CustomerID_Normalized,Orders,Revenue,FirstOrderDate,LastOrderDate,AOV,PurchaseFrequencyPerMonth,RepeatCustomer,CohortMonth
CUST-0095,6,523.77,2022-05-14,2023-09-04,87.295,0.38079331941544886,True,2022-05
CUST-0096,10,1407.0,2022-05-03,2023-11-13,140.7,0.5428571428571428,True,2022-05
CUST-0097,10,982.66,2022-04-08,2023-10-28,98.26599999999999,0.5342706502636203,True,2022-04
CUST-0098,10,977.54,2022-01-25,2023-08-24,97.75399999999999,0.5268630849220104,True,2022-01
CUST-0099,13,1161.72,2022-08-18,2023-10-16,89.36307692307693,0.9298823529411764,True,2022-08
CUST-0100,6,725.25,2023-03-23,2023-11-26,120.875,0.7325301204819277,True,2023-03
CUST-0101,8,890.41,2022-01-29,2023-12-05,111.30125,0.35976331360946745,True,2022-01
CUST-0102,15,2034.09,2022-01-05,2023-11-11,135.606,0.6745562130177515,True,2022-01
CUST-0103,5,457.97,2022-03-13,2023-08-22,91.59400000000001,0.2878787878787879,True,2022-03
CUST-0104,5,386.58000000000004,2022-06-07,2023-09-04,77.316,0.33406593406593404,True,2022-06
CUST-0105,11,845.85,2022-05-22,2023-12-18,76.89545454545454,0.5805555555555555,True,2022-05
CUST-0106,4,447.43,2022-01-07,2023-06-22,111.8575,0.22857142857142856,True,2022-01
CUST-0107,11,1569.78,2022-02-06,2023-12-01,142.70727272727274,0.5036144578313252,True,2022-02
CUST-0108,12,1545.63,2022-08-08,2023-11-25,128.8025,0.768,True,2022-08
CUST-0109,10,1120.9099999999999,2022-05-13,2023-10-28,112.09099999999998,0.5692883895131086,True,2022-05
CUST-0110,14,1416.8,2022-02-18,2023-11-21,101.2,0.6629283489096574,True,2022-02
CUST-0111,5,563.24,2022-03-04,2023-12-15,112.648,0.2331288343558282,True,2022-03
CUST-0112,12,1319.27,2022-04-16,2023-12-14,109.93916666666667,0.6,True,2022-04
CUST-0113,12,1589.43,2022-04-11,2023-10-18,132.45250000000001,0.656115107913669,True,2022-04
CUST-0114,9,838.01,2022-01-09,2023-09-20,93.11222222222221,0.44129032258064516,True,2022-01
CUST-0115,11,1303.15,2023-01-09,2023-10-17,118.46818181818183,1.1858156028368794,True,2023-01
CUST-0116,10,989.93,2022-01-06,2023-11-15,98.993,0.4477172312223858,True,2022-01
CUST-0117,13,1720.8,2022-04-09,2023-10-14,132.36923076923077,0.7133574007220217,True,2022-04
CUST-0118,6,641.73,2022-02-10,2023-04-30,106.955,0.4098876404494382,True,2022-02
CUST-0119,15,2271.2200000000003,2022-02-28,2023-12-20,151.41466666666668,0.6898638426626323,True,2022-02
CUST-0120,8,628.47,2022-03-22,2023-12-16,78.55875,0.382992125984252,True,2022-03
CUST-0121,9,1182.79,2022-04-21,2023-11-08,131.42111111111112,0.48253968253968255,True,2022-04
CUST-0122,15,1545.0,2022-04-07,2023-12-19,103.0,0.7331189710610931,True,2022-04
CUST-0123,12,1211.21,2022-02-24,2023-11-09,100.93416666666667,0.5846153846153846,True,2022-02
CUST-0124,9,1850.8300000000002,2022-03-01,2023-11-13,205.6477777777778,0.4391653290529695,True,2022-03
CUST-0125,10,1070.65,2022-03-28,2023-12-12,107.06500000000001,0.48639999999999994,True,2022-03
CUST-0126,11,1144.78,2022-02-20,2023-11-07,104.07090909090908,0.5341853035143769,True,2022-02
CUST-0127,10,1222.66,2022-01-25,2023-07-12,122.266,0.5692883895131086,True,2022-01
CUST-0128,6,925.32,2023-04-21,2023-08-25,154.22,1.4362204724409446,True,2023-04
CUST-0129,11,1268.75,2023-01-05,2023-12-13,115.3409090909091,0.9749271137026239,True,2023-01
CUST-0130,7,696.37,2022-01-29,2023-10-07,99.48142857142857,0.3448946515397082,True,2022-01
CUST-0131,14,1390.43,2022-06-04,2023-12-21,99.31642857142857,0.7519434628975266,True,2022-06
CUST-0132,10,1034.5,2022-01-20,2023-12-16,103.45,0.43678160919540227,True,2022-01
CUST-0133,4,381.7,2022-09-21,2023-04-10,95.425,0.601980198019802,True,2022-09
CUST-0134,9,1159.35,2022-04-14,2023-12-18,128.81666666666666,0.4456026058631921,True,2022-04
CUST-0135,12,1400.8400000000001,2022-01-09,2023-11-20,116.73666666666668,0.5356828193832599,True,2022-01
CUST-0136,10,1478.14,2022-02-21,2023-11-10,147.81400000000002,0.4840764331210191,True,2022-02
CUST-0137,8,843.31,2022-05-02,2023-10-10,105.41375,0.4614800759013282,True,2022-05
CUST-0138,9,793.8299999999999,2023-02-22,2023-12-16,88.20333333333332,0.9181208053691275,True,2023-02
CUST-0139,7,702.03,2022-06-14,2023-10-02,100.28999999999999,0.44705882352941173,True,2022-06
CUST-0140,10,1037.72,2022-09-06,2023-12-19,103.772,0.6468085106382978,True,2022-09
CUST-0141,14,1249.29,2022-02-01,2023-09-12,89.235,0.7225806451612903,True,2022-02
CUST-0142,13,1411.8,2022-01-27,2023-09-29,108.6,0.6468085106382979,True,2022-01
CUST-0143,13,1494.04,2022-04-23,2023-10-30,114.92615384615384,0.7107913669064748,True,2022-04
CUST-0144,13,1329.92,2022-03-03,2023-12-14,102.30153846153847,0.6061349693251533,True,2022-03
CUST-0145,9,1019.2099999999999,2022-03-02,2023-10-26,113.24555555555554,0.45298013245033114,True,2022-03
CUST-0146,9,828.31,2022-08-05,2023-12-03,92.03444444444443,0.5629629629629629,True,2022-08
CUST-0147,6,751.12,2022-12-24,2023-09-12,125.18666666666667,0.6935361216730037,True,2022-12
CUST-0148,15,1332.6299999999999,2022-02-13,2023-12-12,88.842,0.6826347305389222,True,2022-02
CUST-0149,13,1326.13,2022-01-20,2023-12-17,102.01,0.5670014347202296,True,2022-01
CUST-0150,14,1675.23,2022-04-24,2023-11-17,119.65928571428572,0.7427574171029668,True,2022-04
CUST-0151,12,1846.77,2022-01-21,2023-11-22,153.8975,0.5436661698956781,True,2022-01
CUST-0152,5,978.5,2022-03-21,2023-10-11,195.7,0.26666666666666666,True,2022-03
CUST-0153,17,2088.97,2022-01-11,2023-12-05,122.88058823529411,0.7446685878962536,True,2022-01
CUST-0154,7,699.62,2022-08-23,2023-09-11,99.94571428571429,0.5527272727272727,True,2022-08
CUST-0155,10,1374.04,2022-02-06,2023-12-07,137.404,0.45373134328358206,True,2022-02
CUST-0156,13,1836.95,2022-05-08,2023-11-12,141.30384615384617,0.7133574007220217,True,2022-05
CUST-0157,10,1332.77,2022-04-20,2023-11-04,133.277,0.5390070921985816,True,2022-04
CUST-0158,13,1360.82,2022-04-19,2023-11-16,104.67846153846153,0.6849220103986136,True,2022-04
CUST-0159,9,1094.56,2022-02-05,2023-12-18,121.61777777777777,0.4011730205278592,True,2022-02
CUST-0160,7,626.78,2022-06-30,2023-11-11,89.53999999999999,0.4255999999999999,True,2022-06
CUST-0161,9,1350.05,2022-11-17,2023-12-16,150.00555555555556,0.6926582278481013,True,2022-11
CUST-0162,16,1385.02,2022-02-08,2023-12-15,86.56375,0.7195266272189349,True,2022-02
CUST-0163,11,1525.11,2022-05-08,2023-12-21,138.64636363636362,0.5639123102866779,True,2022-05
CUST-0164,7,657.4100000000001,2022-07-01,2023-12-11,93.9157142857143,0.40226843100189036,True,2022-07
CUST-0165,13,2060.05,2022-05-22,2023-12-12,158.46538461538464,0.6933333333333334,True,2022-05
CUST-0166,6,851.19,2022-03-01,2023-11-20,141.865,0.2895238095238095,True,2022-03
CUST-0167,4,379.55,2022-12-01,2023-04-09,94.8875,0.9353846153846154,True,2022-12
CUST-0168,12,1611.71,2022-07-27,2023-11-07,134.30916666666667,0.7778251599147121,True,2022-07
CUST-0169,11,1356.81,2022-05-25,2023-10-19,123.34636363636363,0.6518518518518519,True,2022-05
CUST-0170,9,827.73,2022-10-15,2023-09-15,91.97,0.8142857142857143,True,2022-10
CUST-0171,7,959.3599999999999,2022-03-11,2023-10-21,137.05142857142854,0.3606779661016949,True,2022-03
CUST-0172,10,1009.64,2022-03-29,2023-11-04,100.964,0.5187713310580204,True,2022-03
CUST-0173,13,1413.72,2022-02-23,2023-11-28,108.7476923076923,0.6136645962732918,True,2022-02
CUST-0174,10,1091.69,2022-04-05,2023-11-04,109.16900000000001,0.5250431778929188,True,2022-04
CUST-0175,13,1244.47,2022-03-10,2023-10-29,95.72846153846154,0.6597662771285475,True,2022-03
CUST-0176,14,2092.64,2022-07-24,2023-11-21,149.4742857142857,0.8757201646090534,True,2022-07
CUST-0177,10,906.04,2022-01-02,2023-10-07,90.604,0.47204968944099374,True,2022-01
CUST-0178,6,653.79,2022-03-13,2023-11-28,108.96499999999999,0.29137380191693285,True,2022-03
CUST-0179,11,1266.53,2022-01-06,2023-11-09,115.13909090909091,0.49687964338781576,True,2022-01
CUST-0180,10,974.8399999999999,2022-02-20,2023-06-30,97.484,0.6129032258064515,True,2022-02
CUST-0181,16,2339.63,2022-03-10,2023-12-18,146.226875,0.7494607087827427,True,2022-03
CUST-0182,14,1193.52,2022-03-24,2023-12-06,85.25142857142858,0.6831460674157304,True,2022-03
CUST-0183,14,1430.45,2022-03-02,2023-12-16,102.175,0.6497709923664122,True,2022-03
CUST-0184,9,930.7800000000001,2022-01-07,2023-12-19,103.42000000000002,0.3842696629213483,True,2022-01
CUST-0185,11,1382.16,2022-08-10,2023-12-19,125.6509090909091,0.6728370221327968,True,2022-08
CUST-0186,7,979.31,2022-02-08,2023-10-10,139.90142857142857,0.3488524590163934,True,2022-02
CUST-0187,16,2021.29,2022-06-09,2023-12-14,126.330625,0.8779783393501805,True,2022-06
CUST-0188,7,757.46,2022-08-27,2023-10-18,108.20857142857143,0.509090909090909,True,2022-08
CUST-0189,14,1975.23,2022-05-05,2023-11-29,141.08785714285713,0.7414634146341463,True,2022-05
CUST-0190,13,1714.51,2022-09-05,2023-12-01,131.88538461538462,0.8724061810154525,True,2022-09
CUST-0191,13,1772.62,2023-01-16,2023-11-28,136.3553846153846,1.2466876971608833,True,2023-01
CUST-0192,7,1196.41,2022-10-07,2023-11-04,170.9157142857143,0.5401015228426396,True,2022-10
CUST-0193,11,1562.3700000000001,2022-04-15,2023-10-13,142.03363636363636,0.6113345521023766,True,2022-04
CUST-0194,9,1351.57,2022-04-16,2023-10-26,150.17444444444445,0.4894454382826476,True,2022-04
CUST-0195,9,1139.69,2022-08-02,2023-10-24,126.63222222222223,0.6093541202672605,True,2022-08
CUST-0196,5,306.08,2022-06-19,2023-12-11,61.215999999999994,0.2809611829944547,True,2022-06
CUST-0197,10,1630.0700000000002,2022-10-20,2023-12-14,163.007,0.7220902612826603,True,2022-10
CUST-0198,9,805.76,2023-01-10,2023-12-16,89.52888888888889,0.8023460410557184,True,2023-01
CUST-0199,6,705.9300000000001,2022-01-10,2023-05-03,117.65500000000002,0.38079331941544886,True,2022-01
CUST-0200,11,1197.25,2022-08-06,2023-11-09,108.8409090909091,0.7253796095444685,True,2022-08
CUST-0201,9,1065.87,2022-01-05,2023-10-12,118.42999999999999,0.4235294117647059,True,2022-01
CUST-0202,4,333.87,2022-03-14,2023-11-11,83.4675,0.2,True,2022-03
CUST-0203,11,1571.94,2022-05-29,2023-12-17,142.90363636363637,0.5887323943661972,True,2022-05
CUST-0204,9,775.61,2022-01-03,2023-12-03,86.17888888888889,0.39085714285714285,True,2022-01
CUST-0205,12,1186.77,2022-01-13,2023-12-09,98.8975,0.5241379310344827,True,2022-01
CUST-0206,11,1636.98,2022-05-27,2023-11-19,148.81636363636363,0.6169741697416974,True,2022-05
CUST-0207,10,1234.4,2022-02-24,2023-11-05,123.44000000000001,0.49032258064516127,True,2022-02
CUST-0208,12,1254.66,2022-02-14,2023-11-01,104.555,0.5827476038338657,True,2022-02
CUST-0209,6,696.12,2022-05-22,2023-08-24,116.02,0.39652173913043476,True,2022-05
CUST-0210,7,579.89,2022-04-14,2023-11-04,82.84142857142857,0.37333333333333335,True,2022-04
CUST-0211,10,1104.28,2022-08-17,2023-11-30,110.428,0.6454352441613588,True,2022-08
CUST-0212,8,955.8,2023-01-09,2023-10-19,119.475,0.856338028169014,True,2023-01
CUST-0213,7,829.59,2022-05-31,2023-11-18,118.51285714285714,0.39627560521415267,True,2022-05
CUST-0214,13,1483.48,2022-07-02,2023-12-19,114.11384615384615,0.7373134328358208,True,2022-07
CUST-0215,14,1544.81,2022-03-13,2023-09-19,110.34357142857142,0.7654676258992805,True,2022-03
CUST-0216,5,496.68,2022-09-23,2023-10-10,99.336,0.3968668407310705,True,2022-09
CUST-0217,9,1103.22,2022-01-15,2023-10-03,122.58,0.43636363636363634,True,2022-01
CUST-0218,13,1484.77,2022-02-19,2023-09-15,114.21307692307693,0.6885017421602787,True,2022-02
CUST-0219,8,870.99,2022-03-23,2023-10-25,108.87375,0.41786941580756015,True,2022-03
CUST-0220,11,1646.68,2022-06-07,2023-12-14,149.69818181818184,0.6014388489208633,True,2022-06
CUST-0221,7,802.76,2022-12-09,2023-11-17,114.67999999999999,0.6186046511627907,True,2022-12
CUST-0222,7,685.84,2022-03-26,2023-10-28,97.97714285714287,0.3656357388316151,True,2022-03
CUST-0223,10,1239.49,2022-01-10,2023-11-28,123.949,0.4418604651162791,True,2022-01
CUST-0224,9,1430.81,2022-04-27,2023-08-10,158.9788888888889,0.5808917197452229,True,2022-04
CUST-0225,10,916.88,2022-07-30,2023-10-15,91.688,0.6862302483069977,True,2022-07
CUST-0226,12,976.01,2022-05-13,2023-11-09,81.33416666666666,0.6681318681318681,True,2022-05
CUST-0227,5,481.78999999999996,2022-01-06,2023-03-16,96.35799999999999,0.34942528735632183,True,2022-01
CUST-0228,15,1716.31,2022-01-02,2023-11-29,114.42066666666666,0.6542324246771879,True,2022-01
CUST-0229,11,1451.27,2022-02-02,2023-11-08,131.93363636363637,0.5184496124031007,True,2022-02
CUST-0230,12,1266.6,2022-08-26,2023-11-25,105.55,0.7982494529540481,True,2022-08
CUST-0231,15,1383.29,2022-02-25,2023-08-31,92.21933333333332,0.8245931283905966,True,2022-02
CUST-0232,10,1147.56,2022-04-10,2023-12-16,114.756,0.4935064935064935,True,2022-04
CUST-0233,13,1211.17,2022-08-29,2023-12-01,93.16692307692308,0.8591304347826086,True,2022-08
CUST-0234,7,780.76,2022-01-21,2023-12-18,111.53714285714285,0.30530846484935437,True,2022-01
CUST-0235,4,774.07,2022-04-24,2023-07-08,193.5175,0.27573696145124715,True,2022-04
CUST-0236,13,1401.06,2022-01-10,2023-11-20,107.77384615384615,0.5811764705882353,True,2022-01
CUST-0237,12,1486.31,2022-02-23,2023-11-22,123.85916666666667,0.5717868338557994,True,2022-02
CUST-0238,9,882.3199999999999,2022-03-14,2023-11-16,98.03555555555555,0.4463295269168026,True,2022-03
CUST-0239,4,567.41,2022-02-17,2023-02-03,141.8525,0.34545454545454546,True,2022-02
CUST-0240,8,774.02,2022-03-23,2023-11-15,96.7525,0.40331674958540625,True,2022-03
CUST-0241,5,436.55,2023-01-23,2023-11-08,87.31,0.5241379310344827,True,2023-01
CUST-0242,13,1653.7,2022-02-17,2023-12-19,127.20769230769231,0.5889716840536512,True,2022-02
CUST-0243,9,787.24,2022-08-20,2023-10-09,87.47111111111111,0.6576923076923077,True,2022-08
CUST-0244,8,807.55,2022-06-11,2023-10-06,100.94375,0.50351966873706,True,2022-06
CUST-0245,11,1190.06,2022-02-17,2023-12-14,108.18727272727273,0.502102102102102,True,2022-02
CUST-0246,13,1104.84,2022-03-06,2023-12-19,84.9876923076923,0.6042813455657492,True,2022-03
CUST-0247,15,1877.26,2022-01-29,2023-11-19,125.15066666666667,0.6909090909090908,True,2022-01
CUST-0248,6,576.89,2023-04-01,2023-12-02,96.14833333333333,0.7414634146341462,True,2023-04
CUST-0249,18,1916.77,2022-02-27,2023-12-14,106.48722222222221,0.8341463414634146,True,2022-02
CUST-0250,15,1666.06,2022-01-28,2023-12-13,111.07066666666667,0.6656934306569343,True,2022-01
CUST-0251,7,497.75,2022-02-17,2023-11-11,71.10714285714286,0.3361769352290679,True,2022-02
CUST-0252,13,1704.8600000000001,2022-04-02,2023-11-20,131.14307692307693,0.6608695652173913,True,2022-04
CUST-0253,6,639.41,2023-02-17,2023-12-16,106.56833333333333,0.601980198019802,True,2023-02
CUST-0254,8,544.38,2022-09-02,2023-12-01,68.0475,0.5333333333333333,True,2022-09
CUST-0255,5,994.15,2022-04-08,2023-09-01,198.82999999999998,0.296875,True,2022-04
CUST-0256,10,1373.86,2022-03-19,2023-11-24,137.386,0.4935064935064935,True,2022-03
CUST-0257,11,1483.2,2022-11-29,2023-11-15,134.83636363636364,0.95,True,2022-11
CUST-0258,11,1266.99,2022-05-27,2023-11-09,115.1809090909091,0.6285714285714286,True,2022-05
CUST-0259,13,1070.08,2022-05-16,2023-12-15,82.31384615384614,0.6825561312607944,True,2022-05
CUST-0260,16,1711.37,2022-01-21,2023-12-12,106.960625,0.7039073806078148,True,2022-01
CUST-0261,9,1370.24,2022-02-12,2023-12-13,152.2488888888889,0.40835820895522384,True,2022-02
CUST-0262,10,1067.44,2022-01-16,2023-12-09,106.744,0.43867243867243866,True,2022-01
CUST-0263,8,892.73,2022-04-18,2023-09-27,111.59125,0.46060606060606063,True,2022-04
CUST-0264,12,2035.42,2022-09-25,2023-10-24,169.61833333333334,0.9235443037974683,True,2022-09
CUST-0265,13,1876.27,2022-08-24,2023-12-17,144.32846153846154,0.8216216216216216,True,2022-08
CUST-0266,13,1366.01,2022-01-28,2023-12-10,105.0776923076923,0.5794721407624633,True,2022-01
CUST-0267,17,1905.42,2022-02-24,2023-12-03,112.08352941176472,0.7975308641975308,True,2022-02
CUST-0268,10,866.85,2022-01-01,2023-12-03,86.685,0.433048433048433,True,2022-01
CUST-0269,12,1138.74,2022-05-10,2023-11-02,94.895,0.6730627306273061,True,2022-05
CUST-0270,19,2267.13,2022-02-06,2023-12-14,119.32263157894738,0.8531757754800591,True,2022-02
CUST-0271,19,1412.34,2022-02-16,2023-09-30,74.33368421052631,0.9756756756756757,True,2022-02
CUST-0272,13,1184.5,2022-10-18,2023-12-09,91.11538461538461,0.9454545454545454,True,2022-10
CUST-0273,14,1562.14,2022-04-05,2023-12-05,111.58142857142857,0.6977049180327868,True,2022-04
